org:group,resource country,organization country,org:resource,organization involved,org:role,concept:name,impact,product,lifecycle:transition,time:timestamp,case:concept:name
S49,Sweden,se,Fredrik,Org line C,V3_2,Queued,High,PROD279,Awaiting Assignment,2012-05-02 10:34:31+00:00,1-738218731
S49,Sweden,se,Nina,Org line C,V3_2,Accepted,High,PROD279,In Progress,2012-05-02 10:40:24+00:00,1-738218731
S49,Sweden,se,Nina,Org line C,V3_2,Queued,High,PROD279,Awaiting Assignment,2012-05-02 10:40:29+00:00,1-738218731
S49,Sweden,se,Malin,Org line C,V3_2,Accepted,High,PROD279,In Progress,2012-05-02 11:30:29+00:00,1-738218731
G92,Sweden,se,Malin,Org line C,E_5,Queued,High,PROD279,Awaiting Assignment,2012-05-02 11:41:07+00:00,1-738218731
G92,INDIA,se,Garima,Org line C,E_5,Accepted,High,PROD279,In Progress,2012-05-02 11:42:35+00:00,1-738218731
G88 2nd,INDIA,se,Garima,Org line C,E_4,Queued,High,PROD279,Awaiting Assignment,2012-05-02 11:43:22+00:00,1-738218731
G88 2nd,INDIA,se,Hineesh,Org line C,E_4,Accepted,High,PROD279,In Progress,2012-05-02 15:55:34+00:00,1-738218731
M8,INDIA,se,Hineesh,Org line C,V3_2,Queued,High,PROD279,Awaiting Assignment,2012-05-02 15:56:05+00:00,1-738218731
M8,Sweden,se,Norbert,Org line C,V3_2,Accepted,High,PROD279,In Progress,2012-05-02 17:18:49+00:00,1-738218731
M8,Sweden,se,Norbert,Org line C,V3_2,Accepted,High,PROD279,Wait - User,2012-05-02 17:18:54+00:00,1-738218731
S49,Sweden,se,Norbert,Org line C,V3_2,Queued,High,PROD279,Awaiting Assignment,2012-05-03 11:30:34+00:00,1-738218731
S49,Sweden,se,Malin,Org line C,V3_2,Accepted,High,PROD279,In Progress,2012-05-03 12:39:31+00:00,1-738218731
S49,Sweden,se,Malin,Org line C,V3_2,Accepted,High,PROD279,Wait - Vendor,2012-05-03 13:20:01+00:00,1-738218731
S49,Sweden,se,Åsa,Org line C,V3_2,Accepted,High,PROD279,In Progress,2012-05-07 10:32:14+00:00,1-738218731
S49,Sweden,se,Åsa,Org line C,V3_2,Accepted,High,PROD279,Wait - Vendor,2012-05-07 10:50:30+00:00,1-738218731
S49,Sweden,se,Åsa,Org line C,V3_2,Accepted,High,PROD279,In Progress,2012-05-07 13:56:18+00:00,1-738218731
S49,Sweden,se,Åsa,Org line C,V3_2,Completed,High,PROD279,Resolved,2012-05-07 13:56:51+00:00,1-738218731
S49,0,se,Siebel,Org line C,V3_2,Completed,High,PROD279,Closed,2012-05-15 01:21:17+00:00,1-738218731
S37,Sweden,se,Malin,Org line C,V3_2,Accepted,Medium,PROD548,In Progress,2012-05-02 10:47:38+00:00,1-738218789
S37,Sweden,se,Malin,Org line C,V3_2,Accepted,Medium,PROD548,In Progress,2012-05-02 10:48:17+00:00,1-738218789
G365,Sweden,se,Malin,Org line C,V3_2,Queued,Medium,PROD548,Awaiting Assignment,2012-05-02 10:50:37+00:00,1-738218789
S37,Sweden,se,Malin,Org line C,V3_2,Accepted,Medium,PROD548,In Progress,2012-05-02 10:51:16+00:00,1-738218789
S37,Sweden,se,Malin,Org line C,V3_2,Accepted,Medium,PROD548,In Progress,2012-05-02 10:51:18+00:00,1-738218789
G365,Sweden,se,Malin,Org line C,V3_2,Queued,Medium,PROD548,Awaiting Assignment,2012-05-02 10:51:37+00:00,1-738218789
G365,Sweden,se,Jonas,Org line C,V3_2,Accepted,Medium,PROD548,In Progress,2012-05-02 10:58:51+00:00,1-738218789
G365,Sweden,se,Jonas,Org line C,V3_2,Completed,Medium,PROD548,Resolved,2012-05-02 11:58:24+00:00,1-738218789
G365,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD548,Closed,2012-05-10 01:14:17+00:00,1-738218789
G96,POLAND,in,Joanna,Org line C,V3_2,Accepted,Low,PROD215,In Progress,2012-05-02 09:56:27+00:00,1-738220295
G96,POLAND,in,Joanna,Org line C,V3_2,Accepted,Low,PROD215,In Progress,2012-05-02 09:56:46+00:00,1-738220295
G40,POLAND,in,Joanna,Org line A2,A2_2,Queued,Low,PROD215,Awaiting Assignment,2012-05-02 10:04:40+00:00,1-738220295
G40,Sweden,in,Vittal,Org line A2,A2_2,Accepted,Low,PROD215,In Progress,2012-05-02 10:41:05+00:00,1-738220295
G40,Sweden,in,Vittal,Org line A2,A2_2,Accepted,Low,PROD215,Wait - Implementation,2012-05-02 10:45:53+00:00,1-738220295
G40,Sweden,in,Vittal,Org line A2,A2_2,Accepted,Low,PROD215,In Progress,2012-05-03 06:05:41+00:00,1-738220295
G40,Sweden,in,Vittal,Org line A2,A2_2,Completed,Low,PROD215,Resolved,2012-05-03 06:06:35+00:00,1-738220295
G40,0,in,Siebel,Org line A2,A2_2,Completed,Low,PROD215,Closed,2012-05-11 01:21:28+00:00,1-738220295
S42,Sweden,se,Vincent,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:05:07+00:00,1-738220469
S42,Sweden,se,Vincent,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:05:52+00:00,1-738220469
S42,Sweden,se,Vincent,Org line C,V3_2,Completed,Medium,PROD660,In Call,2012-05-02 10:30:27+00:00,1-738220469
G96,POLAND,se,Joanna,Org line C,V3_2,Accepted,Low,PROD401,In Progress,2012-05-02 10:11:51+00:00,1-738220592
G96,POLAND,se,Joanna,Org line C,V3_2,Accepted,Low,PROD401,In Progress,2012-05-02 10:12:25+00:00,1-738220592
G255 2nd,POLAND,se,Joanna,Org line C,E_10,Queued,Low,PROD401,Awaiting Assignment,2012-05-02 10:18:16+00:00,1-738220592
G255 2nd,Sweden,se,Ulf,Org line C,E_10,Accepted,Low,PROD401,In Progress,2012-05-02 10:20:02+00:00,1-738220592
G255 2nd,Sweden,se,Ulf,Org line C,E_10,Completed,Low,PROD401,Resolved,2012-05-02 10:29:10+00:00,1-738220592
G255 2nd,0,se,Siebel,Org line C,E_10,Completed,Low,PROD401,Closed,2012-05-10 01:14:31+00:00,1-738220592
S43,Sweden,se,Amer,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:11:44+00:00,1-738220637
S43,Sweden,se,Amer,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-02 10:12:41+00:00,1-738220637
S43,Sweden,se,Amer,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-02 10:14:22+00:00,1-738220637
S43,Sweden,se,Amer,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-02 10:21:51+00:00,1-738220637
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-10 01:14:32+00:00,1-738220637
G96,POLAND,pl,Joanna,Org line C,V3_2,Accepted,Low,PROD363,In Progress,2012-05-02 10:26:57+00:00,1-738220825
G96,POLAND,pl,Joanna,Org line C,V3_2,Accepted,Low,PROD363,In Progress,2012-05-02 10:27:28+00:00,1-738220825
G96,POLAND,pl,Joanna,Org line C,V3_2,Completed,Low,PROD363,In Call,2012-05-02 10:33:25+00:00,1-738220825
S43,Sweden,se,Amer,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:22:02+00:00,1-738220844
S43,Sweden,se,Amer,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:23:56+00:00,1-738220844
S43,Sweden,se,Amer,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-02 10:24:02+00:00,1-738220844
S43,Sweden,se,Amer,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-02 10:31:17+00:00,1-738220844
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-10 01:14:28+00:00,1-738220844
G96,INDIA,pl,Noel,Org line C,V3_2,Accepted,Low,PROD363,In Progress,2012-05-02 10:13:57+00:00,1-738221024
G96,INDIA,pl,Noel,Org line C,V3_2,Accepted,Low,PROD363,In Progress,2012-05-02 10:24:38+00:00,1-738221024
G96,INDIA,pl,Noel,Org line C,V3_2,Accepted,Low,PROD363,Wait - User,2012-05-02 10:25:59+00:00,1-738221024
G96,INDIA,pl,Noel,Org line C,V3_2,Accepted,Low,PROD363,Wait - User,2012-05-02 10:54:23+00:00,1-738221024
G263 2nd,INDIA,pl,Noel,Org line C,E_10,Queued,Low,PROD363,Awaiting Assignment,2012-05-02 10:54:29+00:00,1-738221024
G263 2nd,Sweden,pl,Jitender,Org line C,E_10,Accepted,Low,PROD363,In Progress,2012-05-02 10:55:25+00:00,1-738221024
G22 2nd,Sweden,pl,Jitender,Org line A2,A2_2,Queued,Low,PROD363,Awaiting Assignment,2012-05-02 10:58:43+00:00,1-738221024
G22 2nd,Sweden,pl,Rahul,Org line A2,A2_2,Accepted,Low,PROD363,In Progress,2012-05-03 20:22:51+00:00,1-738221024
G97,Sweden,pl,Rahul,Org line C,V3_2,Queued,Low,PROD363,Awaiting Assignment,2012-05-03 20:26:32+00:00,1-738221024
G97,INDIA,pl,Sudhir,Org line C,V3_2,Accepted,Low,PROD363,In Progress,2012-05-04 14:23:35+00:00,1-738221024
G97,INDIA,pl,Sudhir,Org line C,V3_2,Completed,Low,PROD363,Resolved,2012-05-04 14:25:27+00:00,1-738221024
G97,INDIA,pl,Sudhir,Org line C,V3_2,Completed,Low,PROD363,Closed,2012-05-04 14:25:34+00:00,1-738221024
M24 2nd,Sweden,in,Seija,Org line A2,A2_4,Accepted,Low,PROD642,In Progress,2012-05-02 14:15:40+00:00,1-738221075
M24 2nd,Sweden,in,Seija,Org line A2,A2_4,Accepted,Low,PROD642,In Progress,2012-05-02 14:17:41+00:00,1-738221075
M24 2nd,Sweden,in,Seija,Org line A2,A2_4,Accepted,Low,PROD642,Wait - User,2012-05-02 14:33:43+00:00,1-738221075
M24 2nd,Sweden,in,Seija,Org line A2,A2_4,Completed,Low,PROD642,Resolved,2012-05-02 15:35:56+00:00,1-738221075
M24 2nd,0,in,Siebel,Org line A2,A2_4,Completed,Low,PROD642,Closed,2012-05-10 01:13:10+00:00,1-738221075
G96,POLAND,pl,Agnieszka,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-02 09:51:33+00:00,1-738221393
G96,POLAND,pl,Agnieszka,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-02 09:52:24+00:00,1-738221393
G96,POLAND,pl,Agnieszka,Org line C,V3_2,Completed,Low,PROD424,In Call,2012-05-02 10:16:53+00:00,1-738221393
G51 2nd,INDIA,se,Pandiarajan,Org line G4,,Accepted,Medium,PROD319,In Progress,2012-05-02 10:20:20+00:00,1-738221446
G51 2nd,INDIA,se,Pandiarajan,Org line G4,,Accepted,Medium,PROD319,In Progress,2012-05-02 10:20:29+00:00,1-738221446
G51 2nd,INDIA,se,Pandiarajan,Org line G4,,Completed,Medium,PROD319,Resolved,2012-05-02 10:20:35+00:00,1-738221446
G51 2nd,0,se,Siebel,Org line G4,,Completed,Medium,PROD319,Closed,2012-05-10 01:14:29+00:00,1-738221446
S42,Sweden,se,Per,Org line C,V3_2,Accepted,Medium,PROD544,In Progress,2012-05-02 10:29:11+00:00,1-738222760
S42,Sweden,se,Per,Org line C,V3_2,Accepted,Medium,PROD544,In Progress,2012-05-02 10:29:46+00:00,1-738222760
G146 2nd,Sweden,se,Per,Org line C,E_10,Queued,Medium,PROD544,Awaiting Assignment,2012-05-02 10:44:20+00:00,1-738222760
G146 2nd,Sweden,se,Tina,Org line C,E_10,Accepted,Medium,PROD544,In Progress,2012-05-02 11:11:01+00:00,1-738222760
G146 2nd,Sweden,se,Tina,Org line C,E_10,Completed,Medium,PROD544,Resolved,2012-05-02 11:19:49+00:00,1-738222760
G146 2nd,0,se,Siebel,Org line C,E_10,Completed,Medium,PROD544,Closed,2012-05-10 01:14:25+00:00,1-738222760
G96,POLAND,pl,Gael,Org line C,V3_2,Accepted,Low,PROD13,In Progress,2012-05-02 10:05:54+00:00,1-738226136
G96,POLAND,pl,Gael,Org line C,V3_2,Accepted,Low,PROD13,In Progress,2012-05-02 10:06:47+00:00,1-738226136
G96,POLAND,pl,Gael,Org line C,V3_2,Completed,Low,PROD13,In Call,2012-05-02 11:21:43+00:00,1-738226136
S42,Sweden,se,Filip,Org line C,V3_2,Accepted,Medium,PROD453,In Progress,2012-05-02 10:14:27+00:00,1-738226230
S42,Sweden,se,Filip,Org line C,V3_2,Accepted,Medium,PROD453,In Progress,2012-05-02 10:14:42+00:00,1-738226230
S42,Sweden,se,Filip,Org line C,V3_2,Completed,Medium,PROD453,In Call,2012-05-02 10:32:35+00:00,1-738226230
S42,Sweden,se,Filip,Org line C,V3_2,Accepted,Medium,PROD544,In Progress,2012-05-02 11:45:22+00:00,1-738226896
S42,Sweden,se,Filip,Org line C,V3_2,Accepted,Medium,PROD544,In Progress,2012-05-02 11:46:42+00:00,1-738226896
S42,Sweden,se,Filip,Org line C,V3_2,Completed,Medium,PROD544,In Call,2012-05-02 11:52:13+00:00,1-738226896
G358 2nd,0,se,Partner,Org line G1,E_6,Queued,Medium,PROD387,Awaiting Assignment,2012-05-02 09:46:09+00:00,1-738227826
G358 2nd,Sweden,se,Peter,Org line G1,E_6,Accepted,Medium,PROD387,In Progress,2012-05-02 09:47:31+00:00,1-738227826
G71 2nd,Sweden,se,Peter,Org line C,E_3,Queued,Medium,PROD387,Awaiting Assignment,2012-05-02 09:50:10+00:00,1-738227826
G71 2nd,Sweden,se,Anders,Org line C,E_3,Accepted,Medium,PROD387,In Progress,2012-05-02 10:49:08+00:00,1-738227826
G71 2nd,Sweden,se,Anders,Org line C,E_3,Completed,Medium,PROD387,Resolved,2012-05-03 07:28:50+00:00,1-738227826
G96,INDIA,pl,Imran,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-02 10:02:03+00:00,1-738229085
G96,INDIA,pl,Imran,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-02 10:16:49+00:00,1-738229085
G96,INDIA,pl,Imran,Org line C,V3_2,Completed,Low,PROD424,In Call,2012-05-02 10:19:36+00:00,1-738229085
S42,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD544,In Progress,2012-05-02 10:27:21+00:00,1-738229368
S42,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD544,In Progress,2012-05-02 10:31:02+00:00,1-738229368
G146 2nd,Sweden,se,Erik,Org line C,E_10,Queued,Medium,PROD544,Awaiting Assignment,2012-05-02 10:40:15+00:00,1-738229368
G146 2nd,Sweden,se,Tina,Org line C,E_10,Accepted,Medium,PROD544,In Progress,2012-05-02 10:46:53+00:00,1-738229368
G146 2nd,Sweden,se,Tina,Org line C,E_10,Accepted,Medium,PROD544,Wait,2012-05-02 11:02:50+00:00,1-738229368
G146 2nd,Sweden,se,Tina,Org line C,E_10,Completed,Medium,PROD544,Resolved,2012-05-02 11:47:36+00:00,1-738229368
G146 2nd,0,se,Siebel,Org line C,E_10,Completed,Medium,PROD544,Closed,2012-05-10 01:14:25+00:00,1-738229368
G96,INDIA,in,Vandana,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-02 11:12:05+00:00,1-738229405
G96,INDIA,in,Vandana,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-02 11:12:42+00:00,1-738229405
G230 2nd,INDIA,in,Vandana,Org line B,E_10,Queued,Low,PROD424,Awaiting Assignment,2012-05-02 11:25:46+00:00,1-738229405
G230 2nd,INDIA,in,Sujith,Org line B,E_10,Accepted,Low,PROD424,In Progress,2012-05-02 11:35:51+00:00,1-738229405
G230 2nd,INDIA,in,Sujith,Org line B,E_10,Accepted,Low,PROD424,Assigned,2012-05-02 11:36:26+00:00,1-738229405
G230 2nd,INDIA,in,Aneesh V,Org line B,E_10,Accepted,Low,PROD424,In Progress,2012-05-02 13:16:32+00:00,1-738229405
G230 2nd,INDIA,in,Aneesh V,Org line B,E_10,Accepted,Low,PROD424,Wait - User,2012-05-02 13:23:51+00:00,1-738229405
G97,INDIA,in,Aneesh V,Org line C,V3_2,Queued,Low,PROD424,Awaiting Assignment,2012-05-02 16:28:14+00:00,1-738229405
G97,POLAND,in,Krzysztof,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-04 13:43:32+00:00,1-738229405
B7,POLAND,in,Krzysztof,Org line C,V3_2,Queued,Low,PROD424,Awaiting Assignment,2012-05-04 13:43:57+00:00,1-738229405
B7,INDIA,in,Jaseem,Org line C,V3_2,Accepted,Low,PROD424,In Progress,2012-05-04 14:01:03+00:00,1-738229405
B7,INDIA,in,Jaseem,Org line C,V3_2,Accepted,Low,PROD424,Wait,2012-05-04 14:01:13+00:00,1-738229405
B7,INDIA,in,Jaseem,Org line C,V3_2,Accepted,Low,PROD424,Wait - Implementation,2012-05-04 14:13:20+00:00,1-738229405
B7,INDIA,in,Jaseem,Org line C,V3_2,Completed,Low,PROD424,Resolved,2012-05-14 09:10:43+00:00,1-738229405
B7,0,in,Siebel,Org line C,V3_2,Completed,Low,PROD424,Closed,2012-05-15 01:21:15+00:00,1-738229405
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-02 10:21:54+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-02 10:22:19+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,Wait - User,2012-05-02 10:24:01+00:00,1-738229421
J2 2nd,INDIA,cn,Sudeep,Org line A2,A2_1,Queued,Medium,PROD350,Awaiting Assignment,2012-05-03 07:17:13+00:00,1-738229421
J2 2nd,China,cn,Steven,Org line A2,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-03 08:19:34+00:00,1-738229421
D1,China,cn,Steven,Org line B,A2_1,Queued,Medium,PROD350,Awaiting Assignment,2012-05-03 09:26:49+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-03 09:30:40+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,Wait - User,2012-05-03 09:46:25+00:00,1-738229421
J2 2nd,INDIA,cn,Sudeep,Org line A2,A2_1,Queued,Medium,PROD350,Awaiting Assignment,2012-05-03 10:28:14+00:00,1-738229421
J2 2nd,China,cn,Jason,Org line A2,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-03 13:46:28+00:00,1-738229421
J2 2nd,China,cn,Jason,Org line A2,A2_1,Accepted,Medium,PROD350,Assigned,2012-05-03 13:46:57+00:00,1-738229421
J2 2nd,Sweden,cn,Poornendu,Org line A2,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-03 13:56:39+00:00,1-738229421
J2 2nd,Sweden,cn,Poornendu,Org line A2,A2_1,Accepted,Medium,PROD350,Assigned,2012-05-03 13:57:09+00:00,1-738229421
J2 2nd,China,cn,Steven,Org line A2,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-04 03:52:26+00:00,1-738229421
D1,China,cn,Steven,Org line B,A2_1,Queued,Medium,PROD350,Awaiting Assignment,2012-05-04 03:52:50+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-04 09:25:54+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Completed,Medium,PROD350,Resolved,2012-05-04 09:52:11+00:00,1-738229421
D1,0,cn,Siebel,Org line B,A2_1,Completed,Medium,PROD350,Closed,2012-05-05 01:06:28+00:00,1-738229421
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-02 13:42:53+00:00,1-738229444
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,In Progress,2012-05-02 13:44:38+00:00,1-738229444
D1,INDIA,cn,Sudeep,Org line B,A2_1,Accepted,Medium,PROD350,Wait - User,2012-05-02 14:06:48+00:00,1-738229444
D1,INDIA,cn,Sudeep,Org line B,A2_1,Completed,Medium,PROD350,Resolved,2012-05-03 06:48:44+00:00,1-738229444
D1,0,cn,Siebel,Org line B,A2_1,Completed,Medium,PROD350,Closed,2012-05-04 01:06:37+00:00,1-738229444
G96,POLAND,se,Tadeusz,Org line C,V3_2,Accepted,Low,PROD267,In Progress,2012-05-02 10:36:14+00:00,1-738229673
G96,POLAND,se,Tadeusz,Org line C,V3_2,Accepted,Low,PROD267,In Progress,2012-05-02 10:37:06+00:00,1-738229673
M12,POLAND,se,Tadeusz,Org line C,V3_2,Queued,Low,PROD267,Awaiting Assignment,2012-05-02 10:44:32+00:00,1-738229673
M12,Sweden,se,Nicklas,Org line C,V3_2,Accepted,Low,PROD267,In Progress,2012-05-02 14:12:38+00:00,1-738229673
M12,Sweden,se,Nicklas,Org line C,V3_2,Accepted,Low,PROD267,Wait - User,2012-05-02 14:12:45+00:00,1-738229673
M12,Sweden,se,Nicklas,Org line C,V3_2,Completed,Low,PROD267,Resolved,2012-05-02 15:45:48+00:00,1-738229673
M12,0,se,Siebel,Org line C,V3_2,Completed,Low,PROD267,Closed,2012-05-03 01:03:18+00:00,1-738229673
S42,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:43:15+00:00,1-738229763
S42,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 11:12:51+00:00,1-738229763
S42,Sweden,se,Erik,Org line C,V3_2,Completed,Medium,PROD660,In Call,2012-05-02 11:18:07+00:00,1-738229763
W3,United Kingdom,gb,Sunny,Org line C,V3_2,Accepted,Medium,PROD321,In Progress,2012-05-02 12:13:23+00:00,1-738229835
W3,United Kingdom,gb,Sunny,Org line C,V3_2,Accepted,Medium,PROD321,In Progress,2012-05-02 12:13:59+00:00,1-738229835
W3,United Kingdom,gb,Sunny,Org line C,V3_2,Completed,Medium,PROD321,In Call,2012-05-02 12:17:32+00:00,1-738229835
G96,INDIA,pl,Imran,Org line C,V3_2,Accepted,Low,PROD491,In Progress,2012-05-02 10:50:21+00:00,1-738229861
G96,INDIA,pl,Imran,Org line C,V3_2,Accepted,Low,PROD491,In Progress,2012-05-02 10:57:20+00:00,1-738229861
G96,INDIA,pl,Imran,Org line C,V3_2,Completed,Low,PROD491,In Call,2012-05-02 10:59:19+00:00,1-738229861
G96,China,pl,Anna,Org line C,V3_2,Accepted,Low,PROD436,In Progress,2012-05-02 10:02:11+00:00,1-738230273
G96,China,pl,Anna,Org line C,V3_2,Accepted,Low,PROD436,In Progress,2012-05-02 10:07:21+00:00,1-738230273
G96,China,pl,Anna,Org line C,V3_2,Completed,Low,PROD436,In Call,2012-05-02 10:07:35+00:00,1-738230273
S42,Sweden,se,Fredrik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:13:20+00:00,1-738230651
S42,Sweden,se,Fredrik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:13:27+00:00,1-738230651
S42,Sweden,se,Fredrik,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-05-02 10:14:23+00:00,1-738230651
S42,Sweden,se,Torbjörn,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:25:00+00:00,1-738230651
S42,Sweden,se,Torbjörn,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-02 11:15:57+00:00,1-738230651
S42,Sweden,se,Anton,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-07 17:04:45+00:00,1-738230651
S42,Sweden,se,Anton,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-07 17:08:13+00:00,1-738230651
S42,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-15 01:21:18+00:00,1-738230651
S42,Sweden,se,Sebastian,Org line C,V3_2,Accepted,Medium,PROD86,In Progress,2012-05-02 09:50:56+00:00,1-738230919
S42,Sweden,se,Sebastian,Org line C,V3_2,Accepted,Medium,PROD86,In Progress,2012-05-02 09:52:20+00:00,1-738230919
S42,Sweden,se,Sebastian,Org line C,V3_2,Completed,Medium,PROD86,Resolved,2012-05-02 09:58:02+00:00,1-738230919
S42,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD86,Closed,2012-05-10 01:14:39+00:00,1-738230919
T16 2nd,Sweden,se,Anneli,Org line V2,,Accepted,Medium,PROD42,In Progress,2012-05-02 10:45:24+00:00,1-738231351
T16 2nd,Sweden,se,Anneli,Org line V2,,Accepted,Medium,PROD42,In Progress,2012-05-02 10:46:23+00:00,1-738231351
T16 2nd,Sweden,se,Anneli,Org line V2,,Queued,Medium,PROD42,Awaiting Assignment,2012-05-02 10:48:32+00:00,1-738231351
T16 2nd,Sweden,se,Lars-Inge,Org line V2,,Accepted,Medium,PROD42,In Progress,2012-05-02 13:53:24+00:00,1-738231351
T16 2nd,Sweden,se,Lars-Inge,Org line V2,,Completed,Medium,PROD42,Resolved,2012-05-02 13:56:04+00:00,1-738231351
T16 2nd,0,se,Siebel,Org line V2,,Completed,Medium,PROD42,Closed,2012-05-10 01:14:18+00:00,1-738231351
G285 2nd,Belgium,se,Joram,Org line C,E_10,Accepted,Medium,PROD646,In Progress,2012-05-02 11:26:47+00:00,1-738231394
G285 2nd,Belgium,se,Joram,Org line C,E_10,Accepted,Medium,PROD646,In Progress,2012-05-02 11:27:11+00:00,1-738231394
G285 2nd,Belgium,se,Joram,Org line C,E_10,Accepted,Medium,PROD646,Wait - Customer,2012-05-02 12:01:14+00:00,1-738231394
G285 2nd,Belgium,se,Joram,Org line C,E_10,Completed,Medium,PROD646,Resolved,2012-05-03 14:59:14+00:00,1-738231394
G285 2nd,0,se,Siebel,Org line C,E_10,Completed,Medium,PROD646,Closed,2012-05-11 01:21:15+00:00,1-738231394
G123 2nd,INDIA,se,Vijay,Org line A2,D_1,Accepted,Medium,PROD509,In Progress,2012-05-02 10:16:10+00:00,1-738232764
G123 2nd,INDIA,se,Vijay,Org line A2,D_1,Accepted,Medium,PROD509,In Progress,2012-05-02 10:16:46+00:00,1-738232764
L6 2nd,INDIA,se,Vijay,Org line A2,A2_1,Queued,Medium,PROD509,Awaiting Assignment,2012-05-02 10:20:25+00:00,1-738232764
L6 2nd,Sweden,se,Conny,Org line A2,A2_1,Accepted,Medium,PROD509,In Progress,2012-05-02 11:08:04+00:00,1-738232764
L6 2nd,INDIA,se,Sandeep,Org line A2,A2_1,Accepted,Medium,PROD509,Assigned,2012-05-02 11:24:27+00:00,1-738232764
L6 2nd,Sweden,se,Conny,Org line A2,A2_1,Accepted,Medium,PROD509,In Progress,2012-05-02 11:35:37+00:00,1-738232764
L6 2nd,Sweden,se,Conny,Org line A2,A2_1,Completed,Medium,PROD509,Resolved,2012-05-02 11:35:54+00:00,1-738232764
L6 2nd,0,se,Siebel,Org line A2,A2_1,Completed,Medium,PROD509,Closed,2012-05-10 01:14:30+00:00,1-738232764
S42,Sweden,se,Vanessa,Org line C,V3_2,Accepted,Medium,PROD453,In Progress,2012-05-02 10:06:00+00:00,1-738233069
S42,Sweden,se,Vanessa,Org line C,V3_2,Accepted,Medium,PROD453,In Progress,2012-05-02 10:06:23+00:00,1-738233069
S42,Sweden,se,Vanessa,Org line C,V3_2,Completed,Medium,PROD453,In Call,2012-05-02 10:14:55+00:00,1-738233069
S42,Sweden,se,Vanessa,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:31:20+00:00,1-738233197
S42,Sweden,se,Vanessa,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 10:33:59+00:00,1-738233197
